"";"sample";"sampling";"species";"counts";"gf";"date";"morp";"magnification";"info";"cells_ml";"temperature";"nutrients"
"1656";108;18;"asterio";4;6;"22.05.";"pulse";40;NA;1363,2;9;"HI"
"1657";163;18;"asterio";63;6;"22.05.";"pulse";40;NA;21470,4;12;"Low"
"1658";164;18;"asterio";37;6;"22.05.";"pulse";40;NA;12609,6;12;"Low"
"1659";165;18;"asterio";33;6;"22.05.";"pulse";40;NA;11246,4;12;"Low"
"1660";166;18;"asterio";11;6;"22.05.";"pulse";40;NA;3748,8;12;"HI"
"1661";167;18;"asterio";10;6;"22.05.";"pulse";40;NA;3408;12;"HI"
"1662";168;18;"asterio";14;6;"22.05.";"pulse";40;NA;4771,2;12;"HI"
"1663";223;18;"asterio";130;6;"22.05.";"pulse";40;NA;44304;15;"Low"
"1664";224;18;"asterio";98;6;"22.05.";"pulse";40;NA;33398,4;15;"Low"
"1665";225;18;"asterio";117;6;"22.05.";"pulse";40;NA;39873,6;15;"Low"
"1666";226;18;"asterio";58;6;"22.05.";"pulse";40;NA;19766,4;15;"HI"
"1667";227;18;"asterio";15;6;"22.05.";"pulse";40;NA;5112;15;"HI"
"1668";228;18;"asterio";72;6;"22.05.";"pulse";40;NA;24537,6;15;"HI"
"1669";283;18;"asterio";163;6;"22.05.";"pulse";40;NA;55550,4;18;"Low"
"1670";284;18;"asterio";153;6;"22.05.";"pulse";40;NA;52142,4;18;"Low"
"1671";285;18;"asterio";92;6;"22.05.";"pulse";40;NA;31353,6;18;"Low"
"1672";286;18;"asterio";51;6;"22.05.";"pulse";40;NA;17380,8;18;"HI"
"1673";287;18;"asterio";41;6;"22.05.";"pulse";40;NA;13972,8;18;"HI"
"1674";288;18;"asterio";59;6;"22.05.";"pulse";40;NA;20107,2;18;"HI"
"1675";343;18;"asterio";209;6;"22.05.";"pulse";40;NA;71227,2;21;"Low"
"1676";344;18;"asterio";129;6;"22.05.";"pulse";40;NA;43963,2;21;"Low"
"1677";345;18;"asterio";115;6;"22.05.";"pulse";40;NA;39192;21;"Low"
"1678";346;18;"asterio";123;6;"22.05.";"pulse";40;NA;41918,4;21;"HI"
"1679";347;18;"asterio";119;6;"22.05.";"pulse";40;NA;40555,2;21;"HI"
"1680";348;18;"asterio";154;6;"22.05.";"pulse";40;NA;52483,2;21;"HI"
"1681";103;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;9;"Low"
"1682";104;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;9;"Low"
"1683";105;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;9;"Low"
"1684";106;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;9;"HI"
"1685";107;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;9;"HI"
"1686";108;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;9;"HI"
"1687";163;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;12;"Low"
"1688";164;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;12;"Low"
"1689";165;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;12;"Low"
"1690";166;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;12;"HI"
"1691";167;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;12;"HI"
"1692";168;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;12;"HI"
"1693";223;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;15;"Low"
"1694";224;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;15;"Low"
"1695";225;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;15;"Low"
"1696";226;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;15;"HI"
"1697";227;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;15;"HI"
"1698";228;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;15;"HI"
"1699";283;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;18;"Low"
"1700";284;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;18;"Low"
"1701";285;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;18;"Low"
"1702";286;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;18;"HI"
"1703";287;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;18;"HI"
"1704";288;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;18;"HI"
"1705";343;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;21;"Low"
"1706";344;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;21;"Low"
"1707";345;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;21;"Low"
"1708";346;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;21;"HI"
"1709";347;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;21;"HI"
"1710";348;18;"rhizo";0;6;"22.05.";"pulse";20;NA;0;21;"HI"
"1711";103;18;"guido";0;6;"22.05.";"pulse";20;NA;0;9;"Low"
"1712";104;18;"guido";0;6;"22.05.";"pulse";20;NA;0;9;"Low"
"1713";105;18;"guido";0;6;"22.05.";"pulse";20;NA;0;9;"Low"
"1714";106;18;"guido";0;6;"22.05.";"pulse";20;NA;0;9;"HI"
"1715";107;18;"guido";0;6;"22.05.";"pulse";20;NA;0;9;"HI"
"1716";108;18;"guido";0;6;"22.05.";"pulse";20;NA;0;9;"HI"
"1717";163;18;"guido";0;6;"22.05.";"pulse";20;NA;0;12;"Low"
"1718";164;18;"guido";0;6;"22.05.";"pulse";20;NA;0;12;"Low"
"1719";165;18;"guido";0;6;"22.05.";"pulse";20;NA;0;12;"Low"
"1720";166;18;"guido";0;6;"22.05.";"pulse";20;NA;0;12;"HI"
"1721";167;18;"guido";0;6;"22.05.";"pulse";20;NA;0;12;"HI"
"1722";168;18;"guido";0;6;"22.05.";"pulse";20;NA;0;12;"HI"
"1723";223;18;"guido";0;6;"22.05.";"pulse";20;NA;0;15;"Low"
"1724";224;18;"guido";0;6;"22.05.";"pulse";20;NA;0;15;"Low"
"1725";225;18;"guido";0;6;"22.05.";"pulse";20;NA;0;15;"Low"
"1726";226;18;"guido";0;6;"22.05.";"pulse";20;NA;0;15;"HI"
"1727";227;18;"guido";0;6;"22.05.";"pulse";20;NA;0;15;"HI"
"1728";228;18;"guido";0;6;"22.05.";"pulse";20;NA;0;15;"HI"
"1729";283;18;"guido";0;6;"22.05.";"pulse";20;NA;0;18;"Low"
"1730";284;18;"guido";0;6;"22.05.";"pulse";20;NA;0;18;"Low"
"1731";285;18;"guido";0;6;"22.05.";"pulse";20;NA;0;18;"Low"
"1732";286;18;"guido";0;6;"22.05.";"pulse";20;NA;0;18;"HI"
"1733";287;18;"guido";0;6;"22.05.";"pulse";20;NA;0;18;"HI"
"1734";288;18;"guido";0;6;"22.05.";"pulse";20;NA;0;18;"HI"
"1735";343;18;"guido";0;6;"22.05.";"pulse";20;NA;0;21;"Low"
"1736";344;18;"guido";0;6;"22.05.";"pulse";20;NA;0;21;"Low"
"1737";345;18;"guido";0;6;"22.05.";"pulse";20;NA;0;21;"Low"
"1738";346;18;"guido";0;6;"22.05.";"pulse";20;NA;0;21;"HI"
"1739";347;18;"guido";0;6;"22.05.";"pulse";20;NA;0;21;"HI"
"1740";348;18;"guido";0;6;"22.05.";"pulse";20;NA;0;21;"HI"
"1741";103;18;"dity";260;6;"22.05.";"pulse";10;NA;5538;9;"Low"
"1742";104;18;"dity";165;6;"22.05.";"pulse";10;NA;3514,5;9;"Low"
"1743";105;18;"dity";167;6;"22.05.";"pulse";10;NA;3557,1;9;"Low"
"1744";106;18;"dity";140;6;"22.05.";"pulse";10;NA;2982;9;"HI"
"1745";107;18;"dity";175;6;"22.05.";"pulse";10;NA;3727,5;9;"HI"
"1746";108;18;"dity";142;6;"22.05.";"pulse";10;NA;3024,6;9;"HI"
"1747";163;18;"dity";116;6;"22.05.";"pulse";10;NA;2470,8;12;"Low"
"1748";164;18;"dity";106;6;"22.05.";"pulse";10;NA;2257,8;12;"Low"
"1749";165;18;"dity";105;6;"22.05.";"pulse";10;NA;2236,5;12;"Low"
"1750";166;18;"dity";132;6;"22.05.";"pulse";10;NA;2811,6;12;"HI"
"1751";167;18;"dity";109;6;"22.05.";"pulse";10;NA;2321,7;12;"HI"
"1752";168;18;"dity";95;6;"22.05.";"pulse";10;NA;2023,5;12;"HI"
"1753";223;18;"dity";164;6;"22.05.";"pulse";10;NA;3493,2;15;"Low"
"1754";224;18;"dity";125;6;"22.05.";"pulse";10;NA;2662,5;15;"Low"
"1755";225;18;"dity";164;6;"22.05.";"pulse";10;NA;3493,2;15;"Low"
"1756";226;18;"dity";108;6;"22.05.";"pulse";10;NA;2300,4;15;"HI"
"1757";227;18;"dity";243;6;"22.05.";"pulse";10;NA;5175,9;15;"HI"
"1758";228;18;"dity";152;6;"22.05.";"pulse";10;NA;3237,6;15;"HI"
"1759";283;18;"dity";152;6;"22.05.";"pulse";10;NA;3237,6;18;"Low"
"1760";284;18;"dity";152;6;"22.05.";"pulse";10;NA;3237,6;18;"Low"
"1761";285;18;"dity";115;6;"22.05.";"pulse";10;NA;2449,5;18;"Low"
"1762";286;18;"dity";295;6;"22.05.";"pulse";10;NA;6283,5;18;"HI"
"1763";287;18;"dity";335;6;"22.05.";"pulse";10;NA;7135,5;18;"HI"
"1764";288;18;"dity";131;6;"22.05.";"pulse";10;NA;2790,3;18;"HI"
"1765";343;18;"dity";72;6;"22.05.";"pulse";10;NA;1533,6;21;"Low"
"1766";344;18;"dity";113;6;"22.05.";"pulse";10;NA;2406,9;21;"Low"
"1767";345;18;"dity";110;6;"22.05.";"pulse";10;NA;2343;21;"Low"
"1768";346;18;"dity";245;6;"22.05.";"pulse";10;NA;5218,5;21;"HI"
"1769";347;18;"dity";198;6;"22.05.";"pulse";10;NA;4217,4;21;"HI"
"1770";348;18;"dity";275;6;"22.05.";"pulse";10;NA;5857,5;21;"HI"
"1771";103;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;9;"Low"
"1772";104;18;"odontella";2;10;"22.05.";"pulse";10;NA;25,56;9;"Low"
"1773";105;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;9;"Low"
"1774";106;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;9;"HI"
"1775";107;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;9;"HI"
"1776";108;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;9;"HI"
"1777";163;18;"odontella";1;10;"22.05.";"pulse";10;NA;12,78;12;"Low"
"1778";164;18;"odontella";2;10;"22.05.";"pulse";10;NA;25,56;12;"Low"
"1779";165;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;12;"Low"
"1780";166;18;"odontella";1;10;"22.05.";"pulse";10;NA;12,78;12;"HI"
"1781";167;18;"odontella";2;10;"22.05.";"pulse";10;NA;25,56;12;"HI"
"1782";168;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;12;"HI"
"1783";223;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;15;"Low"
"1784";224;18;"odontella";1;10;"22.05.";"pulse";10;NA;12,78;15;"Low"
"1785";225;18;"odontella";1;10;"22.05.";"pulse";10;NA;12,78;15;"Low"
"1786";226;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;15;"HI"
"1787";227;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;15;"HI"
"1788";228;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;15;"HI"
"1789";283;18;"odontella";2;10;"22.05.";"pulse";10;NA;25,56;18;"Low"
"1790";284;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;18;"Low"
"1791";285;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;18;"Low"
"1792";286;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;18;"HI"
"1793";287;18;"odontella";1;10;"22.05.";"pulse";10;NA;12,78;18;"HI"
"1794";288;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;18;"HI"
"1795";343;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;21;"Low"
"1796";344;18;"odontella";1;10;"22.05.";"pulse";10;NA;12,78;21;"Low"
"1797";345;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;21;"Low"
"1798";346;18;"odontella";2;10;"22.05.";"pulse";10;NA;25,56;21;"HI"
"1799";347;18;"odontella";1;10;"22.05.";"pulse";10;NA;12,78;21;"HI"
"1800";348;18;"odontella";0;10;"22.05.";"pulse";10;NA;0;21;"HI"
"1801";97;25;"asterio";1;6;"05.06.";"mix";40;NA;340,8;9;"Low"
"1802";98;25;"asterio";0;6;"05.06.";"mix";40;NA;0;9;"Low"
"1803";99;25;"asterio";7;6;"05.06.";"mix";40;NA;2385,6;9;"Low"
"1804";100;25;"asterio";0;6;"05.06.";"mix";40;NA;0;9;"HI"
"1805";101;25;"asterio";0;6;"05.06.";"mix";40;NA;0;9;"HI"
"1806";102;25;"asterio";0;6;"05.06.";"mix";40;NA;0;9;"HI"
"1807";157;25;"asterio";15;6;"05.06.";"mix";40;NA;5112;12;"Low"
"1808";158;25;"asterio";11;6;"05.06.";"mix";40;NA;3748,8;12;"Low"
"1809";159;25;"asterio";11;6;"05.06.";"mix";40;NA;3748,8;12;"Low"
"1810";160;25;"asterio";266;6;"05.06.";"mix";40;NA;90652,8;12;"HI"
"1811";161;25;"asterio";399;6;"05.06.";"mix";40;NA;135979,2;12;"HI"
"1812";162;25;"asterio";317;6;"05.06.";"mix";40;NA;108033,6;12;"HI"
"1813";217;25;"asterio";82;6;"05.06.";"mix";40;NA;27945,6;15;"Low"
"1814";218;25;"asterio";100;6;"05.06.";"mix";40;NA;34080;15;"Low"
"1815";219;25;"asterio";105;6;"05.06.";"mix";40;NA;35784;15;"Low"
"1816";220;25;"asterio";40;6;"05.06.";"mix";40;NA;13632;15;"HI"
"1817";221;25;"asterio";104;6;"05.06.";"mix";40;NA;35443,2;15;"HI"
"1818";222;25;"asterio";31;6;"05.06.";"mix";40;NA;10564,8;15;"HI"
"1819";277;25;"asterio";49;6;"05.06.";"mix";40;NA;16699,2;18;"Low"
"1820";278;25;"asterio";32;6;"05.06.";"mix";40;NA;10905,6;18;"Low"
"1821";279;25;"asterio";16;6;"05.06.";"mix";40;NA;5452,8;18;"Low"
"1822";280;25;"asterio";50;6;"05.06.";"mix";40;NA;17040;18;"HI"
"1823";281;25;"asterio";46;6;"05.06.";"mix";40;NA;15676,8;18;"HI"
"1824";282;25;"asterio";25;6;"05.06.";"mix";40;NA;8520;18;"HI"
"1825";337;25;"asterio";22;6;"05.06.";"mix";40;NA;7497,6;21;"Low"
"1826";338;25;"asterio";64;6;"05.06.";"mix";40;NA;21811,2;21;"Low"
"1827";339;25;"asterio";33;6;"05.06.";"mix";40;NA;11246,4;21;"Low"
"1828";340;25;"asterio";123;6;"05.06.";"mix";40;NA;41918,4;21;"HI"
"1829";341;25;"asterio";149;6;"05.06.";"mix";40;NA;50779,2;21;"HI"
"1830";342;25;"asterio";121;6;"05.06.";"mix";40;NA;41236,8;21;"HI"
"1831";97;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;9;"Low"
"1832";98;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;9;"Low"
"1833";99;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;9;"Low"
"1834";100;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;9;"HI"
"1835";101;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;9;"HI"
"1836";102;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;9;"HI"
"1837";157;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;12;"Low"
"1838";158;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;12;"Low"
"1839";159;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;12;"Low"
"1840";160;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;12;"HI"
"1841";161;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;12;"HI"
"1842";162;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;12;"HI"
"1843";217;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;15;"Low"
"1844";218;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;15;"Low"
"1845";219;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;15;"Low"
"1846";220;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;15;"HI"
"1847";221;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;15;"HI"
"1848";222;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;15;"HI"
"1849";277;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;18;"Low"
"1850";278;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;18;"Low"
"1851";279;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;18;"Low"
"1852";280;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;18;"HI"
"1853";281;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;18;"HI"
"1854";282;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;18;"HI"
"1855";337;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;21;"Low"
"1856";338;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;21;"Low"
"1857";339;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;21;"Low"
"1858";340;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;21;"HI"
"1859";341;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;21;"HI"
"1860";342;25;"rhizo";0;6;"05.06.";"mix";20;NA;0;21;"HI"
"1861";97;25;"guido";0;6;"05.06.";"mix";20;NA;0;9;"Low"
"1862";98;25;"guido";0;6;"05.06.";"mix";20;NA;0;9;"Low"
"1863";99;25;"guido";0;6;"05.06.";"mix";20;NA;0;9;"Low"
"1864";100;25;"guido";0;6;"05.06.";"mix";20;NA;0;9;"HI"
"1865";101;25;"guido";0;6;"05.06.";"mix";20;NA;0;9;"HI"
"1866";102;25;"guido";0;6;"05.06.";"mix";20;NA;0;9;"HI"
"1867";157;25;"guido";0;6;"05.06.";"mix";20;NA;0;12;"Low"
"1868";158;25;"guido";0;6;"05.06.";"mix";20;NA;0;12;"Low"
"1869";159;25;"guido";0;6;"05.06.";"mix";20;NA;0;12;"Low"
"1870";160;25;"guido";0;6;"05.06.";"mix";20;NA;0;12;"HI"
"1871";161;25;"guido";0;6;"05.06.";"mix";20;NA;0;12;"HI"
"1872";162;25;"guido";0;6;"05.06.";"mix";20;NA;0;12;"HI"
"1873";217;25;"guido";0;6;"05.06.";"mix";20;NA;0;15;"Low"
"1874";218;25;"guido";0;6;"05.06.";"mix";20;NA;0;15;"Low"
"1875";219;25;"guido";0;6;"05.06.";"mix";20;NA;0;15;"Low"
"1876";220;25;"guido";0;6;"05.06.";"mix";20;NA;0;15;"HI"
"1877";221;25;"guido";0;6;"05.06.";"mix";20;NA;0;15;"HI"
"1878";222;25;"guido";0;6;"05.06.";"mix";20;NA;0;15;"HI"
"1879";277;25;"guido";0;6;"05.06.";"mix";20;NA;0;18;"Low"
"1880";278;25;"guido";0;6;"05.06.";"mix";20;NA;0;18;"Low"
"1881";279;25;"guido";0;6;"05.06.";"mix";20;NA;0;18;"Low"
"1882";280;25;"guido";0;6;"05.06.";"mix";20;NA;0;18;"HI"
"1883";281;25;"guido";0;6;"05.06.";"mix";20;NA;0;18;"HI"
"1884";282;25;"guido";0;6;"05.06.";"mix";20;NA;0;18;"HI"
"1885";337;25;"guido";0;6;"05.06.";"mix";20;NA;0;21;"Low"
"1886";338;25;"guido";0;6;"05.06.";"mix";20;NA;0;21;"Low"
"1887";339;25;"guido";0;6;"05.06.";"mix";20;NA;0;21;"Low"
"1888";340;25;"guido";0;6;"05.06.";"mix";20;NA;0;21;"HI"
"1889";341;25;"guido";0;6;"05.06.";"mix";20;NA;0;21;"HI"
"1890";342;25;"guido";0;6;"05.06.";"mix";20;NA;0;21;"HI"
"1891";97;25;"dity";65;6;"05.06.";"mix";20;NA;5538;9;"Low"
"1892";98;25;"dity";69;6;"05.06.";"mix";20;NA;5878,8;9;"Low"
"1893";99;25;"dity";47;6;"05.06.";"mix";20;NA;4004,4;9;"Low"
"1894";100;25;"dity";73;6;"05.06.";"mix";20;NA;6219,6;9;"HI"
"1895";101;25;"dity";87;6;"05.06.";"mix";20;NA;7412,4;9;"HI"
"1896";102;25;"dity";35;6;"05.06.";"mix";20;NA;2982;9;"HI"
"1897";157;25;"dity";43;6;"05.06.";"mix";20;NA;3663,6;12;"Low"
"1898";158;25;"dity";34;6;"05.06.";"mix";20;NA;2896,8;12;"Low"
"1899";159;25;"dity";47;6;"05.06.";"mix";20;NA;4004,4;12;"Low"
"1900";160;25;"dity";24;6;"05.06.";"mix";20;NA;2044,8;12;"HI"
"1901";161;25;"dity";18;6;"05.06.";"mix";20;NA;1533,6;12;"HI"
"1902";162;25;"dity";17;6;"05.06.";"mix";20;NA;1448,4;12;"HI"
"1903";217;25;"dity";20;6;"05.06.";"mix";20;NA;1704;15;"Low"
"1904";218;25;"dity";35;6;"05.06.";"mix";20;NA;2982;15;"Low"
"1905";219;25;"dity";27;6;"05.06.";"mix";20;NA;2300,4;15;"Low"
"1906";220;25;"dity";29;6;"05.06.";"mix";20;NA;2470,8;15;"HI"
"1907";221;25;"dity";75;6;"05.06.";"mix";20;NA;6390;15;"HI"
"1908";222;25;"dity";47;6;"05.06.";"mix";20;NA;4004,4;15;"HI"
"1909";277;25;"dity";35;6;"05.06.";"mix";20;NA;2982;18;"Low"
"1910";278;25;"dity";44;6;"05.06.";"mix";20;NA;3748,8;18;"Low"
"1911";279;25;"dity";42;6;"05.06.";"mix";20;NA;3578,4;18;"Low"
"1912";280;25;"dity";46;6;"05.06.";"mix";20;NA;3919,2;18;"HI"
"1913";281;25;"dity";59;6;"05.06.";"mix";20;NA;5026,8;18;"HI"
"1914";282;25;"dity";50;6;"05.06.";"mix";20;NA;4260;18;"HI"
"1915";337;25;"dity";44;6;"05.06.";"mix";20;NA;3748,8;21;"Low"
"1916";338;25;"dity";30;6;"05.06.";"mix";20;NA;2556;21;"Low"
"1917";339;25;"dity";33;6;"05.06.";"mix";20;NA;2811,6;21;"Low"
"1918";340;25;"dity";43;6;"05.06.";"mix";20;NA;3663,6;21;"HI"
"1919";341;25;"dity";45;6;"05.06.";"mix";20;NA;3834;21;"HI"
"1920";342;25;"dity";53;6;"05.06.";"mix";20;NA;4515,6;21;"HI"
"1921";97;25;"odontella";0;10;"05.06.";"mix";10;NA;0;9;"Low"
"1922";98;25;"odontella";1;10;"05.06.";"mix";10;NA;12,78;9;"Low"
"1923";99;25;"odontella";1;10;"05.06.";"mix";10;NA;12,78;9;"Low"
"1924";100;25;"odontella";1;10;"05.06.";"mix";10;NA;12,78;9;"HI"
"1925";101;25;"odontella";1;10;"05.06.";"mix";10;NA;12,78;9;"HI"
"1926";102;25;"odontella";0;10;"05.06.";"mix";10;NA;0;9;"HI"
"1927";157;25;"odontella";0;10;"05.06.";"mix";10;NA;0;12;"Low"
"1928";158;25;"odontella";0;10;"05.06.";"mix";10;NA;0;12;"Low"
"1929";159;25;"odontella";0;10;"05.06.";"mix";10;NA;0;12;"Low"
"1930";160;25;"odontella";0;10;"05.06.";"mix";10;NA;0;12;"HI"
"1931";161;25;"odontella";0;10;"05.06.";"mix";10;NA;0;12;"HI"
"1932";162;25;"odontella";0;10;"05.06.";"mix";10;NA;0;12;"HI"
"1933";217;25;"odontella";0;10;"05.06.";"mix";10;NA;0;15;"Low"
"1934";218;25;"odontella";1;10;"05.06.";"mix";10;NA;12,78;15;"Low"
"1935";219;25;"odontella";1;10;"05.06.";"mix";10;NA;12,78;15;"Low"
"1936";220;25;"odontella";0;10;"05.06.";"mix";10;NA;0;15;"HI"
"1937";221;25;"odontella";0;10;"05.06.";"mix";10;NA;0;15;"HI"
"1938";222;25;"odontella";1;10;"05.06.";"mix";10;NA;12,78;15;"HI"
"1939";277;25;"odontella";1;10;"05.06.";"mix";10;NA;12,78;18;"Low"
"1940";278;25;"odontella";0;10;"05.06.";"mix";10;NA;0;18;"Low"
"1941";279;25;"odontella";0;10;"05.06.";"mix";10;NA;0;18;"Low"
"1942";280;25;"odontella";0;10;"05.06.";"mix";10;NA;0;18;"HI"
"1943";281;25;"odontella";0;10;"05.06.";"mix";10;NA;0;18;"HI"
"1944";282;25;"odontella";0;10;"05.06.";"mix";10;NA;0;18;"HI"
"1945";337;25;"odontella";0;10;"05.06.";"mix";10;NA;0;21;"Low"
"1946";338;25;"odontella";0;10;"05.06.";"mix";10;NA;0;21;"Low"
"1947";339;25;"odontella";0;10;"05.06.";"mix";10;NA;0;21;"Low"
"1948";340;25;"odontella";2;10;"05.06.";"mix";10;NA;25,56;21;"HI"
"1949";341;25;"odontella";2;10;"05.06.";"mix";10;NA;25,56;21;"HI"
"1950";342;25;"odontella";1;10;"05.06.";"mix";10;NA;12,78;21;"HI"
"1951";103;25;"asterio";7;6;"05.06.";"pulse";40;NA;2385,6;9;"Low"
"1952";104;25;"asterio";3;6;"05.06.";"pulse";40;NA;1022,4;9;"Low"
"1953";105;25;"asterio";28;6;"05.06.";"pulse";40;NA;9542,4;9;"Low"
"1954";106;25;"asterio";0;6;"05.06.";"pulse";40;NA;0;9;"HI"
"1955";107;25;"asterio";0;6;"05.06.";"pulse";40;NA;0;9;"HI"
"1956";108;25;"asterio";0;6;"05.06.";"pulse";40;NA;0;9;"HI"
"1957";163;25;"asterio";23;6;"05.06.";"pulse";40;NA;7838,4;12;"Low"
"1958";164;25;"asterio";16;6;"05.06.";"pulse";40;NA;5452,8;12;"Low"
"1959";165;25;"asterio";14;6;"05.06.";"pulse";40;NA;4771,2;12;"Low"
"1960";166;25;"asterio";63;6;"05.06.";"pulse";40;NA;21470,4;12;"HI"
"1961";167;25;"asterio";68;6;"05.06.";"pulse";40;NA;23174,4;12;"HI"
"1962";168;25;"asterio";85;6;"05.06.";"pulse";40;NA;28968;12;"HI"
"1963";223;25;"asterio";142;6;"05.06.";"pulse";40;NA;48393,6;15;"Low"
"1964";224;25;"asterio";63;6;"05.06.";"pulse";40;NA;21470,4;15;"Low"
"1965";225;25;"asterio";122;6;"05.06.";"pulse";40;NA;41577,6;15;"Low"
"1966";226;25;"asterio";74;6;"05.06.";"pulse";40;NA;25219,2;15;"HI"
"1967";227;25;"asterio";56;6;"05.06.";"pulse";40;NA;19084,8;15;"HI"
"1968";228;25;"asterio";59;6;"05.06.";"pulse";40;NA;20107,2;15;"HI"
"1969";283;25;"asterio";54;6;"05.06.";"pulse";40;NA;18403,2;18;"Low"
"1970";284;25;"asterio";33;6;"05.06.";"pulse";40;NA;11246,4;18;"Low"
"1971";285;25;"asterio";42;6;"05.06.";"pulse";40;NA;14313,6;18;"Low"
"1972";286;25;"asterio";50;6;"05.06.";"pulse";40;NA;17040;18;"HI"
"1973";287;25;"asterio";18;6;"05.06.";"pulse";40;NA;6134,4;18;"HI"
"1974";288;25;"asterio";38;6;"05.06.";"pulse";40;NA;12950,4;18;"HI"
"1975";343;25;"asterio";87;6;"05.06.";"pulse";40;NA;29649,6;21;"Low"
"1976";344;25;"asterio";69;6;"05.06.";"pulse";40;NA;23515,2;21;"Low"
"1977";345;25;"asterio";57;6;"05.06.";"pulse";40;NA;19425,6;21;"Low"
"1978";346;25;"asterio";90;6;"05.06.";"pulse";40;NA;30672;21;"HI"
"1979";347;25;"asterio";116;6;"05.06.";"pulse";40;NA;39532,8;21;"HI"
"1980";348;25;"asterio";60;6;"05.06.";"pulse";40;NA;20448;21;"HI"
"1981";103;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;9;"Low"
"1982";104;25;"rhizo";0;6;"05.06.";"pulse";20;NA;0;9;"Low"
